show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3460,Movie,Kucch To Hai,Anil V. Kumar,"Tusshar Kapoor, Esha Deol, Natasha, Jeetendra, Rishi Kapoor",India,"May 15, 2019",2003,TV-14,136 min,"Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
s3560,Movie,LeapFrog: Letter Factory,Roy Allen Smith,"Joey Camen, Marie Danielle, Mark Cacciatore, Dave Fennoy, Debi Derryberry",United States,"April 15, 2020",2003,TV-Y,37 min,Children & Family Movies,"In this entertaining installment of the wildly popular early-learning series, Professor Quigley, Leap, Lily and Tad arrive at the magical Letter Factory, where jumbles of sounds are miraculously shaped into letters."
s4026,Movie,Melvin Goes to Dinner,Bob Odenkirk,"Michael Blieden, Stephanie Courtney, Annabelle Gurwitch, Matt Price, David Cross, Maura Tierney, Kathleen Roll, Jack Black, Jenna Fischer, Fred Armisen",United States,"July 1, 2018",2003,R,84 min,"Comedies, Dramas, Independent Movies","When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves."
s4173,Movie,Mona Lisa Smile,Mike Newell,"Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Juliet Stevenson, Dominic West, Ginnifer Goodwin, Topher Grace, John Slattery, Marcia Gay Harden",United States,"January 1, 2019",2003,PG-13,119 min,Dramas,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo."
s4279,Movie,Mumbai Matinee,Anant Balani,"Rahul Bose, Vijay Raaz, Anusha Dhandekar, Perizaad Zorabian, Saurabh Shukla, Asrani, Shehzad Khan",India,"April 15, 2019",2003,TV-14,116 min,"Comedies, International Movies, Romantic Movies","Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
s4375,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia","September 1, 2019",2003,R,138 min,"Dramas, Thrillers","Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter."
s4785,TV Show,Pasión de Gavilanes,,"Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano","Colombia, United States","May 4, 2017",2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Three brothers seek to avenge the tragic death of a loved one, but become emotionally entangled with the daughters of those they hold responsible."
s4938,TV Show,Power Rangers Ninja Storm,,"Pua Magasiva, Sally Martin, Glenn McMillan, Adam Tuominen, Jorgito Vargas Jr., Jason Chan, Katrina Browne, Katrina Devine, Grant McFarland, Peter Rowley, Megan Nicol, Bruce Hopkins","United States, New Zealand","January 1, 2016",2003,TV-Y7,1 Season,Kids' TV,"When the elite warriors from the Wind Ninja Academy are captured by the evil Lothor, Shane, Tori and Waldo become Wind Power Rangers to fight back."
s5323,Movie,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,"January 1, 2021",2003,PG-13,117 min,Action & Adventure,"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal."
s5710,Movie,Something's Gotta Give,Nancy Meyers,"Jack Nicholson, Diane Keaton, Keanu Reeves, Frances McDormand, Amanda Peet, Jon Favreau, Paul Michael Glaser, Rachel Ticotin",United States,"August 1, 2019",2003,PG-13,128 min,"Comedies, Romantic Movies","Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced."
s5720,TV Show,Sonic X,,"Junichi Kanemaru, Sanae Kobayashi, Ryo Hirohashi, Taeko Kawata, Nobutoshi Canna, Koji Yusa, Rumi Ochiai, Sayaka Aoki, Chikao Otsuka",Japan,"January 29, 2020",2003,TV-Y7,2 Seasons,"Anime Series, Kids' TV","A mission gone awry transports Sonic the Hedgehog, his friends, Dr. Eggman and the Chaos Emeralds to another dimension: Earth."
s5776,Movie,Spy Kids 3: Game Over,Robert Rodriguez,"Daryl Sabara, Sylvester Stallone, Ricardo Montalban, Alexa PenaVega",United States,"April 1, 2019",2003,PG,83 min,"Children & Family Movies, Comedies","Carmen gets caught in a virtual reality game designed by the kids' new nemesis, the Toymaker, and it's up to Juni to save her by beating the game."
s6005,Movie,Tears of the Sun,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie",United States,"January 1, 2019",2003,R,121 min,"Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
s6026,Movie,Terminator 3: Rise of the Machines,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford","United States, Germany, United Kingdom","January 1, 2020",2003,R,109 min,"Action & Adventure, Sci-Fi & Fantasy","Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started."
s6387,Movie,The Gathering,Nia Dinata,"Cut Mini Theo, Tora Sudiro, Aida Nurmala, Surya Saputra, Rachel Maryam Sayidina, Trey Gondokusumo, Lili Harahap, Aurora Yahya, Wilza Lubis, Nico Siahaan",Indonesia,"December 8, 2018",2003,TV-14,124 min,"Comedies, Dramas, International Movies","Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem."
s6538,Movie,The Kite,Randa Chahal Sabbag,"Flavia Bechara, Maher Bsaibes, Randa Asmar, Renée Dick, Julia Kassar, Liliane Nemri, Ziad Rahbani, Nayef Naji, Edmond Haddad, Alia Nemry","Lebanon, France","October 19, 2020",2003,TV-MA,76 min,"Dramas, International Movies, Romantic Movies","In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border."
s6617,Movie,The Lord of the Rings: The Return of the King,Peter Jackson,"Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving","New Zealand, United States","January 1, 2020",2003,PG-13,201 min,"Action & Adventure, Sci-Fi & Fantasy","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor."
s6650,Movie,The Matrix Reloaded,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye",United States,"November 1, 2019",2003,R,138 min,"Action & Adventure, Sci-Fi & Fantasy","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix."
s6651,Movie,The Matrix Revolutions,"Lilly Wachowski, Lana Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye",United States,"November 1, 2019",2003,R,129 min,"Action & Adventure, Sci-Fi & Fantasy",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.
s6742,TV Show,The Parkers,,"Mo'Nique, Countess Vaughn, Dorien Wilson, Jenna von Oÿ, Ken Lawson, Yvette Wilson",United States,"October 1, 2020",2003,TV-PG,5 Seasons,TV Comedies,"In this ""Moesha"" spinoff, undergraduate Kim is joined at Santa Monica College by her mother Nikki, who decides to go back to school with her daughter."
s7541,TV Show,Westside Story,,"Tony Sun, Wallace Huo, Esther Liu, Cyndi Wang, Zax Wang, Sam Wang, Jason Hsu, Whyn Wu, Ben Lee, Vicky Chen",,"November 15, 2019",2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Action & Adventure","Spirited high school misfits with hearts of gold begin their journeys into adulthood as they navigate school, friendship, romance and heartbreak."
s7546,Movie,What a Girl Wants,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole","United States, United Kingdom","May 1, 2020",2003,PG,105 min,"Children & Family Movies, Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician."
